dataset,embA,evalTypeA,embB,evalTypeB,rho,pearsons,rho_pairs,ds_pairs
EN_SEMEVAL17.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.39515089160719946,0.386399215820766,311,500
EN_SIMLEX-999-Adj.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.26675069393799705,0.2735691843395233,109,111
EN_SIMLEX-999-Ver.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.19306156804463934,0.20742715413671983,222,222
EN_WS-353-REL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.43400689440281853,0.4330620700961678,242,252
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.46824240015022695,0.4599856227958536,330,353
EN_SIMVERB3500.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.16437928218714168,0.17472792243421645,3219,3500
EN_MTurk-287.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.43760019018223706,0.49890910461550286,205,287
EN_SIMLEX-999-Nou.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.2715206175810961,0.2295670504416339,629,666
EN_RG-65.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.37802529976323684,0.42838918821316585,43,65
EN_MEN-TR-3k.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.38321236730759833,0.39890669186921274,2341,3000
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.2528562887722508,0.23424267854508593,960,999
EN_MTurk-771.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.3976486095741699,0.41644782849665596,727,771
EN_YP-130.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.34967714523777804,0.4003854008771213,124,130
EN_WS-353-SIM.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.5531801175369747,0.5541963528964458,185,203
EN_VERB-143.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.22553389107606714,0.4287374960531635,144,144
EN_MC-30.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.43095172574179585,0.47853796109973074,22,30
EN_RW-STANFORD.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.26262901391591637,0.266328216782,1096,2034
EN_SEMEVAL17.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.5455097957905337,0.5090779411675188,386,500
EN_SIMLEX-999-Adj.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.3803171950331303,0.340165591163627,111,111
EN_SIMLEX-999-Ver.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.10531782664046943,0.08588834975622607,222,222
EN_WS-353-REL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.406661216359847,0.37379261176926387,252,252
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.4929605236890009,0.4625549125426235,353,353
EN_SIMVERB3500.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.13149355210905675,0.10658395366952834,3498,3500
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.4732487688291854,0.5143207309483082,270,287
EN_SIMLEX-999-Nou.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.3209997572970462,0.30641869666486937,666,666
EN_RG-65.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.6390270053088047,0.654578508391733,65,65
EN_MEN-TR-3k.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.6066676843424645,0.5955690968682791,3000,3000
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.26796737450960345,0.2639551255136621,999,999
EN_MTurk-771.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.5041727093612992,0.4861599287255638,771,771
EN_YP-130.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.3341498903595317,0.2980089431378813,130,130
EN_WS-353-SIM.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.6149069618932531,0.6058726312533695,203,203
EN_VERB-143.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.2284841627619074,0.3370400420764054,144,144
EN_MC-30.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.565483507638896,0.5929481504328246,30,30
EN_RW-STANFORD.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,na,ds_word-based,0.12433022971419476,0.1157329894430321,1926,2034
EN_SEMEVAL17.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.4751170497193964,0.4887075195202761,446,500
EN_SIMLEX-999-Adj.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.2456160370387366,0.3013791101531331,111,111
EN_SIMLEX-999-Ver.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.06283564955638395,0.06890776298950554,222,222
EN_WS-353-REL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.25818542454456567,0.28058938191597066,248,252
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.3797294559712381,0.3954522852372702,349,353
EN_SIMVERB3500.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.22721368490441626,0.25030582557887904,3500,3500
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.2719476243607368,0.34835649908174215,180,287
EN_SIMLEX-999-Nou.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.40324833313467584,0.4251580172771432,666,666
EN_RG-65.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.5891750746986817,0.6482608629414364,65,65
EN_MEN-TR-3k.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.4101767578599731,0.41690139089364564,2990,3000
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.31003183389323796,0.327019865580882,999,999
EN_MTurk-771.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.4343121018490011,0.43680169762489135,768,771
EN_YP-130.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.31480925126431225,0.38640403550961,130,130
EN_WS-353-SIM.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.5037820731454159,0.5218376593108665,202,203
EN_VERB-143.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.13097103011120984,0.09478647190521014,69,144
EN_MC-30.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.6549460696502442,0.6228299490462695,30,30
EN_RW-STANFORD.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,na,ds_word-based,0.216320563980329,0.23734655843099425,1432,2034
EN_SEMEVAL17.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.5949542203312602,0.5945464945483174,327,500
EN_SIMLEX-999-Adj.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.490269896303991,0.45509437975170386,103,111
EN_SIMLEX-999-Ver.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.18614381141581424,0.1982641832136726,222,222
EN_WS-353-REL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.4784632061835082,0.47004344996183345,234,252
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.5373836459536226,0.532315564935999,327,353
EN_SIMVERB3500.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.2311589566874147,0.23948621972387796,3348,3500
EN_MTurk-287.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.5592821341486864,0.6053934921910253,194,287
EN_SIMLEX-999-Nou.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.33700880933732136,0.334799679796119,648,666
EN_RG-65.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.5850711873508079,0.5872095598566496,52,65
EN_MEN-TR-3k.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.602659358749342,0.5914442931872089,2655,3000
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.3029095270049742,0.2916773609604022,973,999
EN_MTurk-771.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.5391830743593911,0.5385352368668009,745,771
EN_YP-130.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.4562695127402764,0.49305004340023606,127,130
EN_WS-353-SIM.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.6422960093038935,0.6343092315909182,191,203
EN_VERB-143.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.1624693231297813,0.14471245715431624,85,144
EN_MC-30.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.5722137671330937,0.5948307840910245,27,30
EN_RW-STANFORD.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,na,ds_word-based,0.44378684610301644,0.4224796940946747,833,2034
EN_SEMEVAL17.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.7042617333112653,0.6674640096313837,442,500
EN_SIMLEX-999-Adj.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.5793829026956528,0.4825943720518395,111,111
EN_SIMLEX-999-Ver.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.10736968418707238,0.26116455677549194,222,222
EN_WS-353-REL.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.5832030744573514,0.5453160778170317,248,252
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.6713229172460301,0.6211921380513047,349,353
EN_SIMVERB3500.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.3288102756732206,0.37275665668032565,3500,3500
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.6621122755419478,0.6695820895455652,180,287
EN_SIMLEX-999-Nou.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.45442448893787313,0.48317278842370864,666,666
EN_RG-65.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.8216148925681954,0.7835702337648862,65,65
EN_MEN-TR-3k.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.7696225850456057,0.7322505608240022,2990,3000
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.4040999113626587,0.427918011771554,999,999
EN_MTurk-771.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.5811480017658874,0.493459344419787,768,771
EN_YP-130.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.6336209594888631,0.6883535452623223,130,130
EN_WS-353-SIM.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.7472845951933849,0.7339360936059933,202,203
EN_VERB-143.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.09610152551671762,0.10404348122569654,69,144
EN_MC-30.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.7477176760735327,0.7148716938160068,30,30
EN_RW-STANFORD.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,na,ds_concept-based,0.4153633232483442,0.36480637658737,1416,2034
EN_SEMEVAL17.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.50833294299694,0.4535371867947054,215,500
EN_SIMLEX-999-Adj.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.5585759137388102,0.4993453553908741,109,111
EN_SIMLEX-999-Ver.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.2882865491141496,0.35772828645872884,222,222
EN_WS-353-REL.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.359200625680468,0.3543634660524688,209,252
EN_WS-353-ALL.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.40436957682999713,0.42394883125099586,279,353
EN_SIMVERB3500.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.32763529252649143,0.37582853691031654,3425,3500
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.5781369381326049,0.5734021208477188,138,287
EN_SIMLEX-999-Nou.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.3254947890328365,0.34089062564786976,559,666
EN_RG-65.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.4407796105567592,0.4585031524814536,42,65
EN_MEN-TR-3k.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.5249360685998355,0.4941752738974289,2051,3000
EN_SIMLEX-999.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.3493798802181657,0.37265057215762043,890,999
EN_MTurk-771.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.49661187123510914,0.4128446376876003,666,771
EN_YP-130.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.5139601109453662,0.6258360723611939,129,130
EN_WS-353-SIM.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.45353241614214174,0.4960749289189948,160,203
EN_VERB-143.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,-0.08935111088355174,-0.030302601109148137,65,144
EN_MC-30.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.40484434011883175,0.44399102831719,23,30
EN_RW-STANFORD.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,na,ds_concept-based,0.43865748747359146,0.3636877357882275,922,2034
EN_SEMEVAL17.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.5727980456293367,0.5752516017898692,324,500
EN_SIMLEX-999-Adj.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.48963871049208835,0.46188398224165134,105,111
EN_SIMLEX-999-Ver.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.19588482879659647,0.19757075699807614,222,222
EN_WS-353-REL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.4471774741597075,0.4557842296579246,233,252
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.502079414312269,0.5145388003800434,324,353
EN_SIMVERB3500.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.1965650021205797,0.2034416158338709,3247,3500
EN_MTurk-287.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.5002642783449677,0.5817489749122465,278,287
EN_SIMLEX-999-Nou.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.29211871170287296,0.28393048479085314,650,666
EN_RG-65.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.5148863448506614,0.5542733400932507,49,65
EN_MEN-TR-3k.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.5579890057383946,0.5561593858480783,2553,3000
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.28782035681767376,0.27968907270081905,977,999
EN_MTurk-771.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.519814379171944,0.5204445437678241,747,771
EN_YP-130.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.40162714559076107,0.4312506918744491,123,130
EN_WS-353-SIM.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.6192292172492283,0.6164981547767454,188,203
EN_VERB-143.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.23376931203960963,0.4419441170059795,144,144
EN_MC-30.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.4809542487598279,0.5044597270436795,25,30
EN_RW-STANFORD.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,na,ds_word-based,0.41905889828113646,0.3970883631027948,1125,2034
EN_SEMEVAL17.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.5408662778031132,0.5487802994268803,311,500
EN_SIMLEX-999-Adj.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.5318980848828628,0.5030840760644801,109,111
EN_SIMLEX-999-Ver.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.2534874647369792,0.259932317353431,222,222
EN_WS-353-REL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.4690703625156487,0.450624832923086,242,252
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.5446189546325924,0.5195213155555782,330,353
EN_SIMVERB3500.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.2334632872245642,0.24643260421909377,3219,3500
EN_MTurk-287.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.6073719743075351,0.6426403154133545,205,287
EN_SIMLEX-999-Nou.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.28593742857958293,0.2873889428055489,629,666
EN_RG-65.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.5020200145477427,0.5100450696634886,43,65
EN_MEN-TR-3k.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.5348999558707072,0.5390693349429456,2341,3000
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.3080705041755735,0.3019449824201262,960,999
EN_MTurk-771.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.47347786454595286,0.4743535502296928,727,771
EN_YP-130.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.4316307065537043,0.48717445809299587,124,130
EN_WS-353-SIM.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.6559732453510809,0.6509970280907028,185,203
EN_VERB-143.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.3818480131303571,0.5396690079937063,144,144
EN_MC-30.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.6020898291490885,0.5284525683170407,22,30
EN_RW-STANFORD.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,na,ds_word-based,0.49204947887886813,0.46090164732498545,1096,2034
